"","Postcode.Sector","name","oslaua","Population","Area.Sq.Km","People.per.Sq.Km","oscty","gor","code","all.operators.2G","all.operators.3G","all.operators.4G","pop.d.rank","LA.area","LA.2G.coverage","LA.3G.coverage","LA.4G.coverage","area_allocated.2G","area_coverage.2G","area_allocated.3G","area_coverage.3G","area_allocated.4G","area_coverage.4G","sitefinder.count","geotype","site.density","ex.pcd","distance"
"8339","TW148","London","E09000017",9711,3.9237,2474.95985931646,"E99999999","E12000007","00London",98.47,99.79,82.79,834,1687.2214,1661.40691258,1683.67823506,1396.85059706,3.92370000000005,100.000000000001,3.92370000000005,100.000000000001,3.92370000000005,100.000000000001,8,"Suburban 2",2.03889186227285,"TW152TS",2.072
"8340","TW148","London","E09000017",9711,3.9237,2474.95985931646,"E99999999","E12000007","00London",98.47,99.79,82.79,834,1687.2214,1661.40691258,1683.67823506,1396.85059706,3.92370000000005,100.000000000001,3.92370000000005,100.000000000001,3.92370000000005,100.000000000001,8,"Suburban 2",2.03889186227285,"TW152TS",2.072
"8341","TW149","London","E09000018",12219,2.2596,5407.59426447159,"E99999999","E12000007","00London",98.47,99.79,82.79,588,1687.2214,1661.40691258,1683.67823506,1396.85059706,2.25959999999998,99.999999999999,2.25959999999998,99.999999999999,2.25959999999998,99.999999999999,3,"Suburban 1",1.32766861391397,"TW135AF",1.366
"8342","TW151","London","E09000018",10483,2.2878,4582.13130518402,"E99999999","E12000007","00London",98.47,99.79,82.79,669,1687.2214,1661.40691258,1683.67823506,1396.85059706,2.28779999999995,99.9999999999977,2.28779999999995,99.9999999999977,2.28779999999995,99.9999999999977,7,"Suburban 1",3.059708016435,"TW152TS",1.447
"8343","TW151","London","E09000018",10483,2.2878,4582.13130518402,"E99999999","E12000007","00London",98.47,99.79,82.79,669,1687.2214,1661.40691258,1683.67823506,1396.85059706,2.28779999999995,99.9999999999977,2.28779999999995,99.9999999999977,2.28779999999995,99.9999999999977,7,"Suburban 1",3.059708016435,"TW152TS",1.447
"8344","TW152","Surrey","E07000213",8024,1.8045,4446.66112496536,"E10000030","E12000008","43",79.43,86.43,29.31,10,1622.707,1288.9161701,1402.5056601,475.6154217,1.8045,100,1.8045,100,1.8045,100,3,"Suburban 1",1.66251039068994,"TW152TS",0.236
"8345","TW152","Surrey","E07000213",8024,1.8045,4446.66112496536,"E10000030","E12000008","43",79.43,86.43,29.31,10,1622.707,1288.9161701,1402.5056601,475.6154217,1.8045,100,1.8045,100,1.8045,100,3,"Suburban 1",1.66251039068994,"TW152TS",0.236
"8346","TW153","Surrey","E07000213",8955,2.4831,3606.37912287061,"E10000030","E12000008","43",79.43,86.43,29.31,20,1622.707,1288.9161701,1402.5056601,475.6154217,2.4831,100,2.4831,100,2.4831,100,6,"Suburban 1",2.41633442068382,"TW152TS",0.757
"8347","TW153","Surrey","E07000213",8955,2.4831,3606.37912287061,"E10000030","E12000008","43",79.43,86.43,29.31,20,1622.707,1288.9161701,1402.5056601,475.6154217,2.4831,100,2.4831,100,2.4831,100,6,"Suburban 1",2.41633442068382,"TW152TS",0.757
"8348","TW165","Surrey","E07000213",5046,3.0259,1667.60302719852,"E10000030","E12000008","43",79.43,86.43,29.31,66,1622.707,1288.9161701,1402.5056601,475.6154217,3.02590000000001,100,3.02590000000001,100,3.02590000000001,100,3,"Suburban 2",0.99144056313824,"TW166QJ",1.218
"8349","TW166","Surrey","E07000213",5601,2.2876,2448.4175555167,"E10000030","E12000008","43",79.43,86.43,29.31,41,1622.707,1288.9161701,1402.5056601,475.6154217,2.2876,99.9999999999999,2.2876,99.9999999999999,2.2876,99.9999999999999,6,"Suburban 2",2.62283616016786,"TW166QJ",0.473
"8350","TW167","Surrey","E07000213",9496,2.2185,4280.36961911201,"E10000030","E12000008","43",79.43,86.43,29.31,11,1622.707,1288.9161701,1402.5056601,475.6154217,2.2185,99.9999999999999,2.2185,99.9999999999999,2.2185,99.9999999999999,3,"Suburban 1",1.35226504394861,"TW166QJ",1.446
"8351","TW170","Surrey","E07000213",5308,3.4775,1526.38389647735,"E10000030","E12000008","43",79.43,86.43,29.31,74,1622.707,1288.9161701,1402.5056601,475.6154217,3.47749999999999,99.9999999999998,3.47749999999999,99.9999999999998,3.47749999999999,99.9999999999998,4,"Suburban 2",1.15025161754134,"TW152TS",2.986
"8352","TW170","Surrey","E07000213",5308,3.4775,1526.38389647735,"E10000030","E12000008","43",79.43,86.43,29.31,74,1622.707,1288.9161701,1402.5056601,475.6154217,3.47749999999999,99.9999999999998,3.47749999999999,99.9999999999998,3.47749999999999,99.9999999999998,4,"Suburban 2",1.15025161754134,"TW152TS",2.986
"8353","TW178","Surrey","E07000213",6423,4.0725,1577.16390423573,"E10000030","E12000008","43",79.43,86.43,29.31,71,1622.707,1288.9161701,1402.5056601,475.6154217,4.07250000000002,100,4.07250000000002,100,4.07250000000002,100,7,"Suburban 2",1.71884591774095,"TW166QJ",1.868
"8354","TW179","Surrey","E07000213",2511,3.2169,780.565140352513,"E10000030","E12000008","43",79.43,86.43,29.31,111,1622.707,1288.9161701,1402.5056601,475.6154217,3.21690000000001,100,3.21690000000001,100,3.21690000000001,100,5,"Rural 1",1.5542913985514,"KT138TA",2.149
"8355","TW181","Surrey","E07000213",8919,5.3224,1675.74778295506,"E10000030","E12000008","43",79.43,86.43,29.31,65,1622.707,1288.9161701,1402.5056601,475.6154217,5.32239999999999,99.9999999999998,5.32239999999999,99.9999999999998,5.32239999999999,99.9999999999998,10,"Suburban 2",1.87885164587404,"TW152TS",2.5
"8356","TW181","Surrey","E07000213",8919,5.3224,1675.74778295506,"E10000030","E12000008","43",79.43,86.43,29.31,65,1622.707,1288.9161701,1402.5056601,475.6154217,5.32239999999999,99.9999999999998,5.32239999999999,99.9999999999998,5.32239999999999,99.9999999999998,10,"Suburban 2",1.87885164587404,"TW152TS",2.5
"8357","TW182","Surrey","E07000212",7545,2.3978,3146.63441488031,"E10000030","E12000008","43",79.43,86.43,29.31,26,1622.707,1288.9161701,1402.5056601,475.6154217,2.3978,99.9999999999999,2.3978,99.9999999999999,2.3978,99.9999999999999,3,"Suburban 1",1.25114688464426,"TW184AB",1.627
"8358","TW183","Surrey","E07000212",4396,2.2751,1932.22275943915,"E10000030","E12000008","43",79.43,86.43,29.31,58,1622.707,1288.9161701,1402.5056601,475.6154217,2.27509999999998,99.9999999999991,2.27509999999998,99.9999999999991,2.27509999999998,99.9999999999991,5,"Suburban 2",2.19770559535845,"TW184AB",1.431
"8359","TW184","Windsor and Maidenhead","E06000040",5313,5.0409,1053.97845622805,"E99999999","E12000008","00ME",95.36,98.73,52.08,12,236.9491,225.95466176,233.93984643,123.40309128,5.0409,100,5.0409,100,5.0409,100,6,"Suburban 2",1.19026364339701,"TW184AB",0.382
"8360","TW195","Surrey","E07000212",3954,6.5436,604.254538785989,"E10000030","E12000008","43",79.43,86.43,29.31,118,1622.707,1288.9161701,1402.5056601,475.6154217,6.54360000000008,100.000000000001,6.54360000000008,100.000000000001,0,0,1,"Rural 1",0.152821077082951,"TW195DE",0.707
"8361","TW196","London","E09000017",1371,2.6296,521.372071797992,"E99999999","E12000007","00London",98.47,99.79,82.79,922,1687.2214,1661.40691258,1683.67823506,1396.85059706,2.62959999999998,99.9999999999993,2.62959999999998,99.9999999999993,0,0,5,"Rural 1",1.9014298752662,"TW184AB",2.15
"8362","TW197","Surrey","E07000212",10694,4.6832,2283.48138025282,"E10000030","E12000008","43",79.43,86.43,29.31,46,1622.707,1288.9161701,1402.5056601,475.6154217,4.6832,100,4.6832,100,4.6832,100,8,"Suburban 2",1.7082336863683,"TW152TS",2.361
"8363","TW197","Surrey","E07000212",10694,4.6832,2283.48138025282,"E10000030","E12000008","43",79.43,86.43,29.31,46,1622.707,1288.9161701,1402.5056601,475.6154217,4.6832,100,4.6832,100,4.6832,100,8,"Suburban 2",1.7082336863683,"TW152TS",2.361
"8364","TW200","Surrey","E07000212",10297,8.6742,1187.08353508105,"E10000030","E12000008","43",79.43,86.43,29.31,90,1622.707,1288.9161701,1402.5056601,475.6154217,8.67419999999998,99.9999999999998,8.67419999999998,99.9999999999998,8.67419999999998,99.9999999999998,8,"Suburban 2",0.922275253049273,"TW209EQ",2.052
"8365","TW208","Surrey","E07000212",7854,8.9965,873.006169065748,"E10000030","E12000008","43",79.43,86.43,29.31,104,1622.707,1288.9161701,1402.5056601,475.6154217,8.99650000000003,100,8.99650000000003,100,8.99650000000003,100,7,"Suburban 2",0.778080364586228,"TW209EQ",2.176
"8366","TW209","Surrey","E07000212",6694,3.1758,2107.81535361169,"E10000030","E12000008","43",79.43,86.43,29.31,53,1622.707,1288.9161701,1402.5056601,475.6154217,3.1758,99.9999999999999,3.1758,99.9999999999999,3.1758,99.9999999999999,6,"Suburban 2",1.88928773852258,"TW209EQ",0.848
"8367","TW25","London","E09000027",9427,2.0698,4554.54633297903,"E99999999","E12000007","00London",98.47,99.79,82.79,675,1687.2214,1661.40691258,1683.67823506,1396.85059706,2.06979999999999,99.9999999999994,2.06979999999999,99.9999999999994,2.06979999999999,99.9999999999994,3,"Suburban 1",1.44941540245434,"TW27BE",1.518
"8368","TW26","London","E09000018",10633,2.0028,5309.06730577192,"E99999999","E12000007","00London",98.47,99.79,82.79,598,1687.2214,1661.40691258,1683.67823506,1396.85059706,2.00280000000009,100.000000000005,2.00280000000009,100.000000000005,2.00280000000009,100.000000000005,4,"Suburban 1",1.99720391451967,"TW27BE",0.677
"8369","TW27","London","E09000027",10585,2.0805,5087.71929824561,"E99999999","E12000007","00London",98.47,99.79,82.79,622,1687.2214,1661.40691258,1683.67823506,1396.85059706,2.08049999999992,99.9999999999959,2.08049999999992,99.9999999999959,2.08049999999992,99.9999999999959,10,"Suburban 1",4.80653689017063,"TW27BE",0.631
"8370","TW31","London","E09000018",8341,0.9234,9032.92181069959,"E99999999","E12000007","00London",98.47,99.79,82.79,333,1687.2214,1661.40691258,1683.67823506,1396.85059706,0.923400000000015,100.000000000002,0.923400000000015,100.000000000002,0.923400000000015,100.000000000002,5,"Urban",5.41477149664284,"TW31BD",0.314
"8371","TW32","London","E09000018",10436,1.2592,8287.80177890724,"E99999999","E12000007","00London",98.47,99.79,82.79,377,1687.2214,1661.40691258,1683.67823506,1396.85059706,1.25920000000002,100.000000000002,1.25920000000002,100.000000000002,1.25920000000002,100.000000000002,0,"Urban",0,"TW27BE",0.969
"8372","TW33","London","E09000027",12504,1.354,9234.85967503693,"E99999999","E12000007","00London",98.47,99.79,82.79,322,1687.2214,1661.40691258,1683.67823506,1396.85059706,1.35399999999998,99.9999999999989,1.35399999999998,99.9999999999989,1.35399999999998,99.9999999999989,7,"Urban",5.1698670605613,"TW31BD",0.885
"8373","TW34","London","E09000018",8887,1.3324,6669.91894326028,"E99999999","E12000007","00London",98.47,99.79,82.79,473,1687.2214,1661.40691258,1683.67823506,1396.85059706,1.33239999999995,99.9999999999962,1.33239999999995,99.9999999999962,1.33239999999995,99.9999999999962,5,"Suburban 1",3.75262683878715,"TW31BD",0.683
"8374","TW45","London","E09000018",9918,2.5484,3891.8537121331,"E99999999","E12000007","00London",98.47,99.79,82.79,734,1687.2214,1661.40691258,1683.67823506,1396.85059706,2.54840000000002,100.000000000001,2.54840000000002,100.000000000001,2.54840000000002,100.000000000001,4,"Suburban 1",1.56961230576048,"TW27BE",1.643
"8375","TW46","London","E09000018",5731,1.7226,3326.94763729247,"E99999999","E12000007","00London",98.47,99.79,82.79,776,1687.2214,1661.40691258,1683.67823506,1396.85059706,1.72259999999994,99.9999999999967,1.72259999999994,99.9999999999967,1.72259999999994,99.9999999999967,5,"Suburban 1",2.90258910948566,"TW135AF",2.371
"8376","TW47","London","E09000018",11580,1.3725,8437.15846994535,"E99999999","E12000007","00London",98.47,99.79,82.79,368,1687.2214,1661.40691258,1683.67823506,1396.85059706,1.3725,100,1.3725,100,1.3725,100,7,"Urban",5.10018214936248,"TW31BD",2.023
"8377","TW50","London","E09000018",13955,2.4428,5712.70672998199,"E99999999","E12000007","00London",98.47,99.79,82.79,564,1687.2214,1661.40691258,1683.67823506,1396.85059706,2.44279999999992,99.9999999999967,2.44279999999992,99.9999999999967,2.44279999999992,99.9999999999967,4,"Suburban 1",1.63746520386442,"TW31BD",1.688
"8378","TW59","London","E09000017",15508,3.8241,4055.33328103345,"E99999999","E12000007","00London",98.47,99.79,82.79,719,1687.2214,1661.40691258,1683.67823506,1396.85059706,3.82410000000004,100.000000000001,3.82410000000004,100.000000000001,3.82410000000004,100.000000000001,7,"Suburban 1",1.83049606443346,"TW62RT",2.274
"8379","TW74","London","E09000018",7975,1.6998,4691.72843863984,"E99999999","E12000007","00London",98.47,99.79,82.79,657,1687.2214,1661.40691258,1683.67823506,1396.85059706,1.69979999999998,99.9999999999989,1.69979999999998,99.9999999999989,1.69979999999998,99.9999999999989,2,"Suburban 1",1.17660901282504,"TW31BD",1.569
"8380","TW75","London","E09000018",9162,4.9117,1865.34193863632,"E99999999","E12000007","00London",98.47,99.79,82.79,863,1687.2214,1661.40691258,1683.67823506,1396.85059706,4.91169999999988,99.9999999999976,4.91169999999988,99.9999999999976,4.91169999999988,99.9999999999976,3,"Suburban 2",0.610786489402854,"TW76AR",1.295
"8381","TW76","London","E09000018",10529,1.7324,6077.69568229046,"E99999999","E12000007","00London",98.47,99.79,82.79,532,1687.2214,1661.40691258,1683.67823506,1396.85059706,1.73239999999998,99.9999999999991,1.73239999999998,99.9999999999991,1.73239999999998,99.9999999999991,4,"Suburban 1",2.3089355806973,"TW76AR",0.847
"8382","TW77","London","E09000027",9874,1.666,5926.77070828331,"E99999999","E12000007","00London",98.47,99.79,82.79,542,1687.2214,1661.40691258,1683.67823506,1396.85059706,1.66599999999994,99.9999999999964,1.66599999999994,99.9999999999964,1.66599999999994,99.9999999999964,3,"Suburban 1",1.80072028811525,"TW13JS",1.656
"8383","TW80","London","E09000018",8715,1.2189,7149.88924440069,"E99999999","E12000007","00London",98.47,99.79,82.79,446,1687.2214,1661.40691258,1683.67823506,1396.85059706,1.21890000000002,100.000000000002,1.21890000000002,100.000000000002,1.21890000000002,100.000000000002,4,"Suburban 1",3.28164738698827,"TW76AR",2.228
"8384","TW88","London","E09000018",5007,1.5822,3164.58096321578,"E99999999","E12000007","00London",98.47,99.79,82.79,785,1687.2214,1661.40691258,1683.67823506,1396.85059706,1.58220000000006,100.000000000004,1.58220000000006,100.000000000004,1.58220000000006,100.000000000004,5,"Suburban 1",3.16015674377449,"TW76AR",1.094
"8385","TW89","London","E09000018",5945,1.1743,5062.59047943456,"E99999999","E12000007","00London",98.47,99.79,82.79,625,1687.2214,1661.40691258,1683.67823506,1396.85059706,1.17430000000002,100.000000000001,1.17430000000002,100.000000000001,1.17430000000002,100.000000000001,7,"Suburban 1",5.96099804138636,"TW76AR",1.98
"8386","TW91","London","E09000027",4073,0.7474,5449.55846936045,"E99999999","E12000007","00London",98.47,99.79,82.79,586,1687.2214,1661.40691258,1683.67823506,1396.85059706,0.747399999999971,99.9999999999961,0.747399999999971,99.9999999999961,0.747399999999971,99.9999999999961,8,"Suburban 1",10.7037730800107,"TW91LW",0.132
"8387","TW92","London","E09000027",6466,2.1296,3036.2509391435,"E99999999","E12000007","00London",98.47,99.79,82.79,796,1687.2214,1661.40691258,1683.67823506,1396.85059706,2.12959999999998,99.9999999999992,2.12959999999998,99.9999999999992,2.12959999999998,99.9999999999992,4,"Suburban 2",1.87828700225394,"TW91LW",0.928
"8388","TW93","London","E09000027",4529,2.0312,2229.71642378889,"E99999999","E12000007","00London",98.47,99.79,82.79,846,1687.2214,1661.40691258,1683.67823506,1396.85059706,2.0311999999999,99.999999999995,2.0311999999999,99.999999999995,2.0311999999999,99.999999999995,1,"Suburban 2",0.492319810949193,"TW91LW",2.085
"8389","TW94","London","E09000027",6563,1.2926,5077.36345350456,"E99999999","E12000007","00London",98.47,99.79,82.79,623,1687.2214,1661.40691258,1683.67823506,1396.85059706,1.29259999999999,99.9999999999995,1.29259999999999,99.9999999999995,1.29259999999999,99.9999999999995,4,"Suburban 1",3.09453814018258,"SW148AW",1.562
"8390","UB100","London","E09000027",10714,2.549,4203.21694782268,"E99999999","E12000007","00London",98.47,99.79,82.79,710,1687.2214,1661.40691258,1683.67823506,1396.85059706,2.54899999999998,99.9999999999991,2.54899999999998,99.9999999999991,2.54899999999998,99.9999999999991,9,"Suburban 1",3.53079639074147,"UB81UE",2.188
"8391","UB108","London","E09000017",12043,6.6916,1799.71905075019,"E99999999","E12000007","00London",98.47,99.79,82.79,868,1687.2214,1661.40691258,1683.67823506,1396.85059706,6.69159999999988,99.9999999999982,6.69159999999988,99.9999999999982,6.69159999999988,99.9999999999982,10,"Suburban 2",1.49441090322195,"HA47BJ",2.231
"8392","UB109","London","E09000017",10737,3.8388,2796.96780243826,"E99999999","E12000007","00London",98.47,99.79,82.79,811,1687.2214,1661.40691258,1683.67823506,1396.85059706,3.83879999999999,99.9999999999998,3.83879999999999,99.9999999999998,3.83879999999999,99.9999999999998,1,"Suburban 2",0.260498072314265,"UB81UE",2.707
"8393","UB11","London","E09000009",10330,1.2021,8593.29506696614,"E99999999","E12000007","00London",98.47,99.79,82.79,356,1687.2214,1661.40691258,1683.67823506,1396.85059706,1.20210000000003,100.000000000002,1.20210000000003,100.000000000002,1.20210000000003,100.000000000002,3,"Urban",2.49563264287497,"UB13EY",0.659
"8394","UB12","London","E09000017",20011,2.1383,9358.36879764299,"E99999999","E12000007","00London",98.47,99.79,82.79,315,1687.2214,1661.40691258,1683.67823506,1396.85059706,2.13830000000002,100.000000000001,2.13830000000002,100.000000000001,2.13830000000002,100.000000000001,5,"Urban",2.33830613103868,"UB13EY",1.231
"8395","UB13","London","E09000009",10033,1.9565,5128.03475594173,"E99999999","E12000007","00London",98.47,99.79,82.79,614,1687.2214,1661.40691258,1683.67823506,1396.85059706,1.95650000000001,100,1.95650000000001,100,1.95650000000001,100,5,"Suburban 1",2.55558395093279,"UB13EY",0.967
"8396","UB24","London","E09000009",12999,3.5917,3619.17754823621,"E99999999","E12000007","00London",98.47,99.79,82.79,754,1687.2214,1661.40691258,1683.67823506,1396.85059706,3.59170000000006,100.000000000002,3.59170000000006,100.000000000002,3.59170000000006,100.000000000002,11,"Suburban 1",3.06261658824512,"UB13EY",1.35
"8397","UB25","London","E09000017",19240,2.7673,6952.62530264156,"E99999999","E12000007","00London",98.47,99.79,82.79,455,1687.2214,1661.40691258,1683.67823506,1396.85059706,2.76730000000003,100.000000000001,2.76730000000003,100.000000000001,2.76730000000003,100.000000000001,6,"Suburban 1",2.16817836880714,"UB13EY",1.8
"8398","UB31","London","E09000017",9967,3.8392,2596.11377370285,"E99999999","E12000007","00London",98.47,99.79,82.79,826,1687.2214,1661.40691258,1683.67823506,1396.85059706,3.83920000000012,100.000000000003,3.83920000000012,100.000000000003,3.83920000000012,100.000000000003,7,"Suburban 2",1.82329652010836,"UB32HU",1.83
"8399","UB32","London","E09000017",14063,2.1045,6682.34735091471,"E99999999","E12000007","00London",98.47,99.79,82.79,472,1687.2214,1661.40691258,1683.67823506,1396.85059706,2.10450000000003,100.000000000001,2.10450000000003,100.000000000001,2.10450000000003,100.000000000001,2,"Suburban 1",0.950344499881207,"UB32HU",0.921
"8400","UB33","London","E09000017",7647,2.3986,3188.10973067623,"E99999999","E12000007","00London",98.47,99.79,82.79,781,1687.2214,1661.40691258,1683.67823506,1396.85059706,2.39859999999999,99.9999999999995,2.39859999999999,99.9999999999995,2.39859999999999,99.9999999999995,5,"Suburban 1",2.08454932043692,"UB32HU",0.498
"8401","UB34","London","E09000017",10406,1.6072,6474.61423593828,"E99999999","E12000007","00London",98.47,99.79,82.79,492,1687.2214,1661.40691258,1683.67823506,1396.85059706,1.60720000000003,100.000000000002,1.60720000000003,100.000000000002,1.60720000000003,100.000000000002,6,"Suburban 1",3.7332005973121,"UB32HU",1.786
"8402","UB35","London","E09000017",6050,4.1497,1457.93671831699,"E99999999","E12000007","00London",98.47,99.79,82.79,891,1687.2214,1661.40691258,1683.67823506,1396.85059706,4.14970000000017,100.000000000004,4.14970000000017,100.000000000004,4.14970000000017,100.000000000004,3,"Suburban 2",0.722943827264621,"TW62RT",0.793
"8403","UB40","London","E09000017",14378,2.1413,6714.61261850278,"E99999999","E12000007","00London",98.47,99.79,82.79,467,1687.2214,1661.40691258,1683.67823506,1396.85059706,2.1413,100,2.1413,100,2.1413,100,8,"Suburban 1",3.73604819502172,"UB32HU",0.872
"8404","UB48","London","E09000017",13011,3.0703,4237.69664202195,"E99999999","E12000007","00London",98.47,99.79,82.79,706,1687.2214,1661.40691258,1683.67823506,1396.85059706,3.07029999999997,99.9999999999992,3.07029999999997,99.9999999999992,3.07029999999997,99.9999999999992,7,"Suburban 1",2.27990750089568,"UB32HU",2.381
"8405","UB49","London","E09000017",12227,2.1822,5603.06113096875,"E99999999","E12000007","00London",98.47,99.79,82.79,570,1687.2214,1661.40691258,1683.67823506,1396.85059706,2.18220000000008,100.000000000004,2.18220000000008,100.000000000004,2.18220000000008,100.000000000004,2,"Suburban 1",0.916506278068005,"UB56HB",0.49
"8406","UB54","London","E09000015",16225,2.4187,6708.1490056642,"E99999999","E12000007","00London",98.47,99.79,82.79,468,1687.2214,1661.40691258,1683.67823506,1396.85059706,2.4187,100,2.4187,100,2.4187,100,6,"Suburban 1",2.48067143506843,"HA20BE",1.984
"8407","UB55","London","E09000009",12826,3.2159,3988.30809415716,"E99999999","E12000007","00London",98.47,99.79,82.79,724,1687.2214,1661.40691258,1683.67823506,1396.85059706,3.21589999999992,99.9999999999975,3.21589999999992,99.9999999999975,3.21589999999992,99.9999999999975,6,"Suburban 1",1.86572965577288,"UB56HB",1.614
"8408","UB56","London","E09000017",16904,3.1633,5343.78655201846,"E99999999","E12000007","00London",98.47,99.79,82.79,595,1687.2214,1661.40691258,1683.67823506,1396.85059706,3.16330000000005,100.000000000002,3.16330000000005,100.000000000002,3.16330000000005,100.000000000002,8,"Suburban 1",2.52900452059558,"UB56HB",1.011
"8409","UB60","London","E09000009",12639,2.7895,4530.91951962717,"E99999999","E12000007","00London",98.47,99.79,82.79,677,1687.2214,1661.40691258,1683.67823506,1396.85059706,2.78949999999998,99.9999999999991,2.78949999999998,99.9999999999991,2.78949999999998,99.9999999999991,7,"Suburban 1",2.50941028858218,"HA20BE",2.425
"8410","UB67","London","E09000005",8723,1.4967,5828.1552749382,"E99999999","E12000007","00London",98.47,99.79,82.79,555,1687.2214,1661.40691258,1683.67823506,1396.85059706,1.49670000000003,100.000000000002,1.49670000000003,100.000000000002,1.49670000000003,100.000000000002,4,"Suburban 1",2.67254626845727,"HA97EX",2.115
"8411","UB68","London","E09000009",14624,4.2433,3446.37428416563,"E99999999","E12000007","00London",98.47,99.79,82.79,766,1687.2214,1661.40691258,1683.67823506,1396.85059706,4.24329999999998,99.9999999999995,4.24329999999998,99.9999999999995,4.24329999999998,99.9999999999995,6,"Suburban 1",1.4139938255603,"UB69AH",1.339
"8412","UB69","London","E09000009",15378,2.4577,6257.06961793547,"E99999999","E12000007","00London",98.47,99.79,82.79,513,1687.2214,1661.40691258,1683.67823506,1396.85059706,2.45770000000005,100.000000000002,2.45770000000005,100.000000000002,2.45770000000005,100.000000000002,4,"Suburban 1",1.62753794197827,"UB69AH",0.449
"8413","UB70","London","E09000017",3777,18.8801,200.051906504733,"E99999999","E12000007","00London",98.47,99.79,82.79,930,1687.2214,1661.40691258,1683.67823506,1396.85059706,18.8800999999999,99.9999999999992,18.8800999999999,99.9999999999992,0,0,11,"Rural 1",0.582624032711691,"UB77LN",2.392
"8414","UB77","London","E09000017",9033,3.0405,2970.89294523927,"E99999999","E12000007","00London",98.47,99.79,82.79,801,1687.2214,1661.40691258,1683.67823506,1396.85059706,3.04049999999984,99.9999999999947,3.04049999999984,99.9999999999947,3.04049999999984,99.9999999999947,3,"Suburban 2",0.986679822397632,"UB77LN",0.637
"8415","UB78","London","E09000009",7132,1.9242,3706.47541835568,"E99999999","E12000007","00London",98.47,99.79,82.79,748,1687.2214,1661.40691258,1683.67823506,1396.85059706,1.92420000000004,100.000000000002,1.92420000000004,100.000000000002,1.92420000000004,100.000000000002,1,"Suburban 1",0.519696497245609,"UB77LN",0.961
"8416","UB79","London","E09000017",9710,2.0871,4652.38848162522,"E99999999","E12000007","00London",98.47,99.79,82.79,661,1687.2214,1661.40691258,1683.67823506,1396.85059706,2.08709999999996,99.9999999999983,2.08709999999996,99.9999999999983,2.08709999999996,99.9999999999983,6,"Suburban 1",2.87480235733793,"UB77LN",1.136
"8417","UB81","London","E09000017",5018,1.9284,2602.15722879071,"E99999999","E12000007","00London",98.47,99.79,82.79,824,1687.2214,1661.40691258,1683.67823506,1396.85059706,1.92840000000001,100.000000000001,1.92840000000001,100.000000000001,1.92840000000001,100.000000000001,17,"Suburban 2",8.81559842356357,"UB81UE",0.824
"8418","UB82","London","E09000017",12336,3.3675,3663.25167037862,"E99999999","E12000007","00London",98.47,99.79,82.79,750,1687.2214,1661.40691258,1683.67823506,1396.85059706,3.36749999999995,99.9999999999985,3.36749999999995,99.9999999999985,3.36749999999995,99.9999999999985,7,"Suburban 1",2.07869339272457,"UB81UE",1.567
"8419","UB83","London","E09000017",19250,4.4536,4322.34596730735,"E99999999","E12000007","00London",98.47,99.79,82.79,697,1687.2214,1661.40691258,1683.67823506,1396.85059706,4.45359999999994,99.9999999999986,4.45359999999994,99.9999999999986,4.45359999999994,99.9999999999986,9,"Suburban 1",2.02083707562421,"UB77LN",2.104
"8420","UB94","Buckinghamshire","E07000006",2411,6.9108,348.874225849395,"E10000002","E12000008","11",78.84,80.11,12.61,49,1300.4931,1025.30876004,1041.82502241,163.99217991,6.91079999999999,99.9999999999999,6.91079999999999,99.9999999999999,0,0,3,"Rural 1",0.434103142906755,"UB94DP",0.823
"8421","UB95","London","E09000017",4728,9.1109,518.938853461239,"E99999999","E12000007","00London",98.47,99.79,82.79,923,1687.2214,1661.40691258,1683.67823506,1396.85059706,9.11090000000013,100.000000000001,9.11090000000013,100.000000000001,0,0,10,"Rural 1",1.09758640748993,"UB94DP",1.389
"8422","UB96","London","E09000017",7399,15.2244,485.996164052442,"E99999999","E12000007","00London",98.47,99.79,82.79,924,1687.2214,1661.40691258,1683.67823506,1396.85059706,15.2243999999998,99.9999999999989,15.2243999999998,99.9999999999989,0,0,8,"Rural 1",0.525472268201046,"UB96BZ",0.968
"8423","W104","London","E09000033",10506,0.5327,19722.1700769664,"E99999999","E12000007","00London",98.47,99.79,82.79,32,1687.2214,1661.40691258,1683.67823506,1396.85059706,0.5327,100,0.5327,100,0.5327,100,2,"Urban",3.754458419373,"W91QD",1.669
"8424","W105","London","E09000033",11896,1.1325,10504.1942604857,"E99999999","E12000007","00London",98.47,99.79,82.79,268,1687.2214,1661.40691258,1683.67823506,1396.85059706,1.13249999999999,99.9999999999994,1.13249999999999,99.9999999999994,1.13249999999999,99.9999999999994,10,"Urban",8.83002207505519,"W24LG",2.027
"8425","W106","London","E09000020",11800,0.9536,12374.1610738255,"E99999999","E12000007","00London",98.47,99.79,82.79,199,1687.2214,1661.40691258,1683.67823506,1396.85059706,0.953600000000009,100.000000000001,0.953600000000009,100.000000000001,0.953600000000009,100.000000000001,7,"Urban",7.34060402684564,"W128NH",1.583
"8426","W111","London","E09000033",10660,0.4716,22603.9016115352,"E99999999","E12000007","00London",98.47,99.79,82.79,15,1687.2214,1661.40691258,1683.67823506,1396.85059706,0.4716,99.9999999999999,0.4716,99.9999999999999,0.4716,99.9999999999999,5,"Urban",10.6022052586938,"W24LG",1.221
